Time,Mic,7A,7V,8A,8V,NA,7A,7V,8A,8V,NA,7A,7V,8A,8V,NA,7A,7V,8A,8V,NA
s,Run LEQ,g RMS,g RMS,g RMS,g RMS, g RMS,g Peak,g Peak,g Peak,g Peak, g Peak,mm/s RMS,mm/s RMS,mm/s RMS,mm/s RMS, mm/s RMS,mm/s Peak,mm/s Peak,mm/s Peak,mm/s Peak, mm/s Peak
3675749709,105.789,0.574,0.083,0.988,0.802,0.082,2.274,0.179,4.113,3.678,0.17,8.364,7.448,12.146,6.009,7.442,15.677,16.988,21.152,13.532,17.555
3675749710,106.003,0.616,0.083,1.006,0.818,0.081,2.492,0.192,4.726,3.184,0.177,8.494,7.158,11.684,5.783,7.723,16.162,18.231,20.364,12.501,18.636
3675749711,106.491,0.677,0.082,1.045,0.832,0.081,2.945,0.174,3.986,3.855,0.177,8.329,7.734,11.713,5.796,7.804,17.028,17.46,20.816,13.418,18.129
3675749712,107.152,0.86,0.082,1.05,0.902,0.08,4.427,0.18,4.369,4.535,0.172,8.635,6.776,11.899,5.986,7.508,19.48,17.91,21.66,13.685,18.104
3675749713,105.804,0.59,0.085,1.008,0.838,0.081,2.713,0.185,4.349,3.369,0.179,8.188,8.769,11.95,6.047,6.998,16.298,19.055,21.472,13.692,18.527
3675749714,106.192,0.607,0.082,0.972,0.813,0.081,2.759,0.201,4.015,3.568,0.171,8.493,7.483,11.739,5.881,7.901,16.46,18.213,21.142,14.068,18.809
3675749715,107.086,0.869,0.084,1.064,0.921,0.081,5.244,0.175,4.571,4.26,0.18,8.628,7.626,11.815,6.286,7.699,17.674,18.264,21.761,16.192,20.244
3675749716,105.93,0.624,0.082,1.006,0.821,0.081,2.867,0.185,4.321,3.721,0.168,8.325,8.256,11.977,5.928,7.447,16.943,21.26,21.297,12.802,20.128
3675749717,106.247,0.834,0.083,1.044,0.902,0.081,4.989,0.171,4.335,4.184,0.17,8.429,8.211,11.681,6.037,7.073,19.74,19.96,20.971,15.015,16.34
3675749718,106.381,0.653,0.082,1.001,0.85,0.081,4.435,0.17,4.245,3.438,0.182,8.361,7.222,11.918,6.016,7.557,17.975,17.758,20.95,16.25,18.232
3675749719,106.564,0.852,0.083,1.062,0.919,0.082,5.46,0.173,4.684,3.582,0.173,8.371,7.756,12.073,6.116,7.921,17.949,18.667,22.081,14.22,19.835
3675749720,106.042,0.574,0.082,0.956,0.852,0.08,2.335,0.177,4.137,3.643,0.172,8.338,7.09,11.905,6.523,7.281,15.841,18.05,20.955,15.294,18.923
3675749721,106.227,0.542,0.083,0.959,0.794,0.082,2.516,0.178,3.971,3.134,0.181,8.888,8.303,11.502,5.798,7.528,16.745,19.097,20.166,13.99,17.233
3675749722,106.544,0.513,0.082,0.975,0.792,0.08,2.086,0.179,3.871,3.201,0.17,9.121,7.366,11.673,5.841,7.176,16.085,18.53,20.131,12.06,17.942
3675749723,105.822,0.502,0.084,0.957,0.788,0.082,1.938,0.179,3.78,3.1,0.173,8.833,7.776,11.946,5.941,8.095,17.059,19.796,20.182,14.013,19.618
3675749724,105.689,0.518,0.083,0.965,0.787,0.081,1.914,0.173,4.398,3.077,0.175,8.981,7.853,11.886,5.941,7.983,16.614,18.504,20.724,13.523,17.846
3675749725,105.927,0.507,0.083,0.967,0.788,0.081,2.074,0.174,4.371,3.148,0.182,9.134,8.409,11.793,5.932,8.034,16.46,19.551,20.701,12.672,19.521
3675749726,105.535,0.503,0.082,0.934,0.771,0.08,1.734,0.173,3.877,3.278,0.182,9.011,7.13,11.975,5.918,7.271,16.096,16.997,21.993,13.45,17.364
3675749727,105.804,0.587,0.084,0.987,0.8,0.082,2.485,0.182,4.175,3.553,0.171,8.888,7.597,11.961,5.917,7.391,17.683,18.599,21.081,12.837,18.493
3675749728,106.664,1.047,0.082,1.076,0.93,0.08,7.969,0.18,4.844,4.167,0.172,8.646,7.667,11.911,6.058,7.664,18.487,18.228,21.527,14.34,17.91
3675749729,106.286,0.605,0.083,0.982,0.831,0.082,2.693,0.31,4.164,3.559,0.182,8.408,8.44,12.132,6.145,8.36,15.713,19.529,20.828,14.997,19.579
3675749730,106.613,0.892,0.082,1.043,0.906,0.081,4.304,0.174,4.713,3.868,0.176,8.287,7.052,11.903,6.091,6.834,16.683,16.4,21.277,15.047,16.745
3675749731,106.217,0.604,0.083,0.973,0.826,0.081,2.833,0.187,3.615,3.594,0.176,8.331,8.153,11.907,5.889,8.262,16.222,18.536,21.943,13.085,17.926
3675749732,106.111,0.631,0.083,0.985,0.821,0.081,2.652,0.174,4.13,4.08,0.17,8.284,7.167,11.647,5.752,7.125,15.686,16.212,20.665,12.316,16.17
3675749733,106.343,0.568,0.083,0.97,0.825,0.082,2.326,0.182,4.47,3.237,0.173,8.868,8.291,11.435,5.847,8.397,17.707,19.917,20.812,14.366,19.969
3675749734,106.338,0.503,0.082,0.982,0.79,0.081,1.987,0.176,4.054,3.158,0.183,8.979,7.872,11.636,5.775,7.595,15.395,19.436,20.336,13.433,20.293
3675749735,106.275,0.503,0.084,0.997,0.783,0.081,2.445,0.183,4.238,3.691,0.187,8.958,7.842,11.897,5.985,7.555,16.191,19.143,20.966,14.278,19.132
3675749736,106.118,0.508,0.082,0.997,0.801,0.081,2.157,0.198,4.046,3.194,0.169,9.075,7.922,11.864,5.911,7.278,17.448,19.123,21.53,12.825,18.261
3675749737,105.905,0.495,0.084,1.006,0.785,0.081,1.919,0.177,4.556,3.06,0.17,9.078,7.688,11.991,6.009,8.535,16.5,19.479,20.697,13.154,19.795
3675749738,105.964,0.5,0.082,0.967,0.79,0.08,1.796,0.172,4.577,3.811,0.171,9.189,8.245,11.998,6.09,6.492,16.436,21.435,21.515,13.894,15.711
3675749739,106.216,0.508,0.083,0.955,0.82,0.081,1.897,0.172,4.191,3.377,0.18,9.122,7.136,12.114,6.12,8.272,16.578,18.322,21.008,14.793,19.025
3675749740,106.022,0.513,0.082,0.95,0.801,0.082,1.951,0.176,4.516,3.539,0.179,9.286,7.397,11.885,6.009,7.389,17.022,18.649,20.731,14.293,18.915
3675749741,106.212,0.521,0.084,0.987,0.803,0.081,1.98,0.18,4.027,3.299,0.189,9.285,8.178,11.92,6.109,7.415,17.41,18.952,20.757,14.715,16.87
3675749742,106.205,0.518,0.083,0.976,0.821,0.081,2.107,0.181,4.599,3.225,0.172,9.332,7.917,11.908,5.945,7.142,16.908,20.199,20.718,13.159,16.678
3675749743,106.152,0.511,0.083,0.991,0.785,0.081,2.059,0.174,3.953,3.25,0.171,9.246,7.824,11.787,5.856,7.956,16.525,19.955,20.587,13.292,17.821
3675749744,106.09,0.53,0.083,0.96,0.822,0.082,2.312,0.182,4.132,4.114,0.173,9.187,7.71,11.89,5.973,7.391,17.173,17.631,21.051,13.762,19.936
3675749745,106.444,0.822,0.083,1,0.902,0.082,4.267,0.18,3.821,3.741,0.183,8.729,7.691,11.866,5.967,8.182,17.059,20.327,20.967,13.012,20.217
3675749746,107.009,0.871,0.083,1.022,0.902,0.082,4.783,0.18,4.086,3.801,0.172,8.997,7.613,12.19,6.121,7.718,20.577,20.324,22.188,14.756,19.188
3675749747,106.052,0.657,0.083,1.013,0.825,0.08,4.499,0.179,4.157,3.283,0.179,8.365,7.526,12.263,6.045,7.38,16.632,18.196,21.24,13.745,18.715
3675749748,106.358,0.81,0.083,1.089,0.884,0.082,5.304,0.211,4.869,3.477,0.187,8.51,7.222,12.028,6.249,7.702,18.335,19.284,21.479,15.066,20.61
3675749749,107.025,0.765,0.083,1.006,0.888,0.08,6.055,0.178,4.392,4.779,0.17,8.684,7.316,12.128,6.275,7.573,19.927,18.129,21.459,16.871,19.461
3675749750,106.318,0.559,0.084,0.997,0.823,0.081,2.015,0.201,4.553,3.154,0.186,8.55,8.016,12.014,5.924,7.472,15.779,19.004,21.315,14.062,18.596
3675749751,106.764,0.549,0.083,0.99,0.821,0.081,2.409,0.186,4.096,3.199,0.177,9.052,8.355,11.663,5.938,8.787,17.241,19.951,20.71,13.879,19.45
3675749752,106.785,0.507,0.083,0.983,0.789,0.082,1.862,0.188,4.171,3.445,0.169,9.229,7.901,11.439,5.872,7.227,16.17,19.894,20.337,13.227,18.032
3675749753,106.397,0.504,0.082,0.984,0.804,0.081,1.851,0.175,3.811,3.442,0.176,9.006,7.207,11.769,6.039,8.02,16.422,17.747,20.268,13.938,18.443
3675749754,106.228,0.505,0.082,0.961,0.809,0.082,1.789,0.181,3.838,3.418,0.177,9.209,8.638,11.714,5.944,7.8,16.442,21.415,20.283,13.169,18.365
3675749755,106.424,0.506,0.082,0.941,0.81,0.081,1.833,0.179,4.41,3.379,0.177,9.196,7.1,11.793,6.033,8.221,16.586,18.802,20.144,14.925,18.777
3675749756,106.238,0.511,0.082,0.925,0.8,0.081,1.892,0.187,3.944,2.918,0.177,9.162,8.703,11.619,5.975,7.621,16.406,18.411,20.897,13.824,19.367
3675749757,106.733,0.523,0.084,0.985,0.836,0.081,1.963,0.179,4.154,3.353,0.17,9.37,7.252,11.673,6.008,7.652,17.199,18.652,20.804,14.184,18.21
3675749758,106.379,0.514,0.082,0.954,0.822,0.081,1.97,0.173,3.808,3.351,0.168,9.188,8.139,11.681,5.886,7.245,16.581,20.025,20.929,12.797,17.31
3675749759,106.616,0.505,0.084,1.014,0.811,0.081,1.86,0.174,3.79,3.249,0.168,9.119,7.097,11.682,5.852,7.787,16.051,17.729,22.284,12.648,18.951
3675749760,106.518,0.508,0.082,0.977,0.79,0.081,2.03,0.179,3.944,3.393,0.169,9.215,7.917,11.597,5.79,7.338,16.351,17.917,20.411,12.764,18.928
3675749761,106.311,0.507,0.083,0.958,0.791,0.08,1.964,0.178,4.739,3.545,0.177,9.167,7.664,11.58,5.809,7.351,16.684,19.713,20.035,13.427,17.924
3675749762,106.271,0.504,0.082,0.971,0.814,0.082,1.807,0.175,3.902,4.032,0.182,9.095,8.503,11.681,6.02,7.426,16.514,20.066,20.902,14.7,18.82
3675749763,106.631,0.508,0.083,1.004,0.829,0.08,1.734,0.17,3.808,3.317,0.179,9.008,7.903,11.666,5.916,7.722,16.786,19.601,20.654,15.308,19.196
3675749764,106.426,0.514,0.083,0.954,0.795,0.082,1.855,0.179,4.645,3.56,0.189,9.24,8.359,11.477,5.775,7.781,17.89,18.476,20.6,12.626,19.628
3675749765,106.488,0.494,0.082,0.959,0.812,0.08,1.77,0.176,4.305,3.503,0.176,9.186,7.102,11.708,5.944,7.599,16.512,17.684,21.309,14.04,18.053
3675749766,106.419,0.523,0.083,1.02,0.798,0.083,2.076,0.18,4.019,3.172,0.17,9.001,7.727,11.722,5.943,8.206,16.943,17.684,20.241,12.923,20.149
3675749767,106.514,0.508,0.083,1.013,0.82,0.081,2.101,0.168,4.387,3.249,0.174,9.081,6.545,11.615,5.824,7.917,16.662,18.858,20.774,12.895,17.369
3675749768,106.586,0.499,0.083,0.994,0.827,0.082,1.788,0.177,3.957,3.223,0.182,9.143,7.987,11.726,5.836,8.648,16.482,18.97,20.746,13.037,21.573
3675749769,106.439,0.504,0.083,0.964,0.793,0.081,2.162,0.175,3.866,3.174,0.175,9.015,6.992,11.669,5.859,7.602,15.842,19.592,20.892,14.709,18.787
3675749770,106.416,0.498,0.082,0.955,0.843,0.081,1.957,0.183,4.166,3.298,0.174,9.026,7.941,11.631,5.789,7.607,15.687,18.914,20.595,12.41,18.587
3675749771,106.499,0.502,0.083,0.939,0.796,0.081,1.814,0.179,4.038,3.368,0.178,9.163,7.229,11.499,5.766,7.463,16.576,19.359,20.98,12.292,16.009
3675749772,106.314,0.5,0.083,0.97,0.762,0.081,1.843,0.175,3.551,3.233,0.169,9.026,7.954,11.634,5.76,7.762,16.014,18.513,20.004,13.248,18.529
3675749773,106.307,0.503,0.083,0.947,0.808,0.081,1.938,0.173,3.643,3.176,0.172,9.058,7.5,11.613,5.846,6.623,16.844,18.26,20.049,13.274,15.988
3675749774,106.543,0.488,0.082,0.963,0.788,0.081,1.964,0.18,4.153,3.271,0.177,8.832,8.07,11.647,5.773,7.697,16.911,19.028,20.56,12.496,18.46
3675749775,106.53,0.5,0.083,0.99,0.799,0.08,2.003,0.173,4.38,3.36,0.169,9.002,6.937,11.497,5.799,6.829,15.776,16.929,19.953,12.937,16.571
3675749776,106.295,0.495,0.083,0.964,0.801,0.082,1.685,0.171,3.891,3.112,0.169,8.976,8.042,11.616,5.858,8.358,16.859,21.219,20.821,12.751,21.195
3675749777,106.286,0.502,0.082,0.979,0.807,0.081,1.786,0.174,3.994,3.323,0.175,8.896,7.209,11.55,5.751,7.404,16.134,18.414,20.071,13.226,17.443
3675749778,106.495,0.495,0.084,0.938,0.812,0.082,2.054,0.178,4.255,3.19,0.169,8.975,8.012,11.548,5.772,7.805,15.546,18.329,19.743,12.53,19.204
3675749779,106.754,0.507,0.082,0.959,0.821,0.081,1.921,0.175,4.341,3.259,0.179,9.14,7.692,11.638,5.841,7.585,16.121,19.298,22.129,14.137,18.979
3675749780,106.275,0.489,0.084,0.962,0.815,0.082,1.931,0.175,4.024,3.875,0.173,8.841,8.235,11.598,5.77,8.131,16.23,19.424,20.87,12.522,19.368
3675749781,106.393,0.502,0.082,0.938,0.787,0.08,1.859,0.177,3.682,3.462,0.178,9.069,7.452,11.58,5.813,7.369,16.123,19.702,20.885,12.816,19.5
3675749782,106.35,0.536,0.083,0.966,0.815,0.082,2.04,0.182,3.837,3.62,0.182,8.741,8.437,11.792,5.843,8.251,16.374,19.477,20.691,12.143,19.808
3675749783,106.225,0.518,0.082,0.993,0.788,0.081,1.965,0.17,3.697,3.422,0.172,8.639,6.9,11.694,5.796,7.067,15.723,16.91,21.461,12.464,18.745
3675749784,106.331,0.515,0.083,0.981,0.799,0.081,2.178,0.175,4.085,4.049,0.172,8.972,8.495,11.536,5.842,7.995,16.947,18.613,20.852,13.385,18.545
3675749785,106.613,0.494,0.083,0.97,0.793,0.082,2.008,0.177,3.97,2.978,0.18,9.063,8.135,11.491,5.776,7.88,16.499,20.455,20.284,13.308,21.359
3675749786,106.218,0.498,0.083,0.976,0.779,0.08,2.077,0.17,4.56,2.938,0.181,8.803,8.291,11.727,5.855,7.481,15.814,19.823,20.935,14.624,19.606
3675749787,106.027,0.52,0.082,0.977,0.797,0.082,2.14,0.172,4.669,3.182,0.177,8.74,7.706,11.753,5.9,7.399,16.115,18.027,20.377,13.304,18.421
3675749788,106.103,0.507,0.084,0.997,0.824,0.081,1.964,0.177,4.151,3.171,0.168,8.932,8.259,11.654,5.893,7.838,17.034,19.96,20.946,13.298,17.965
3675749789,106.275,0.515,0.083,0.933,0.791,0.082,1.924,0.177,3.872,3.649,0.168,8.975,7.378,11.617,5.796,6.798,16.348,18.238,20.735,12.253,17.479
3675749790,106.24,0.552,0.083,1.019,0.781,0.081,2.04,0.172,4.274,3.524,0.179,8.879,7.213,11.686,5.853,8.576,16.635,18.621,21.062,12.758,20.43
3675749791,106.851,0.915,0.081,1.061,0.901,0.082,4.716,0.172,4.296,3.803,0.174,8.745,7.178,11.898,6.101,7.153,18.788,16.13,22.655,13.961,17.928
3675749792,106.331,0.607,0.084,0.991,0.829,0.081,2.417,0.181,4.738,3.761,0.171,8.559,8.376,12.304,6.037,7.611,17.65,19.571,21.233,13.255,17.552
3675749793,106.608,0.958,0.082,1.054,0.904,0.082,6.095,0.176,4.773,3.609,0.179,8.588,7.988,12.13,6.015,7.12,18.703,19.192,21.851,13.753,17.858
3675749794,106.521,0.615,0.083,1.008,0.832,0.081,2.785,0.18,3.638,3.362,0.173,8.454,7.905,12.172,6.007,8.057,16.058,18.893,21.29,12.975,19.843
3675749795,106.24,0.745,0.083,1,0.856,0.082,4.262,0.182,5.22,3.567,0.18,8.376,7.951,11.83,5.919,7.333,16.902,17.364,21.024,12.586,18.328
3675749796,106.252,0.7,0.083,1.029,0.852,0.08,4.137,0.174,4.158,3.688,0.177,8.309,7.538,11.775,5.863,8.2,16.779,17.871,20.637,13.034,19.884
3675749797,106.684,0.787,0.082,1.023,0.852,0.082,4.614,0.172,4.025,3.697,0.175,8.466,7.583,11.907,5.955,7.728,19.277,19.97,20.431,14.339,19.514
3675749798,106.195,0.631,0.083,1.003,0.838,0.081,3.25,0.174,3.974,3.818,0.174,8.432,7.946,11.762,5.798,7.683,15.529,17.721,21.277,12.197,20.333
3675749799,106.463,0.527,0.082,0.984,0.795,0.081,1.946,0.171,3.812,3.569,0.178,8.94,7.451,11.625,5.855,7.423,16.784,17.058,20.686,14.974,19.066
3675749800,106.591,0.495,0.084,1.014,0.826,0.081,1.837,0.18,4.333,3.197,0.17,9.124,8.06,11.611,5.927,7.705,17.212,19.357,20.163,13.878,21.124
3675749801,106.138,0.503,0.082,0.974,0.799,0.081,1.864,0.197,3.883,3.493,0.171,8.94,7.391,11.805,5.866,7.464,16.43,18.549,20.416,12.888,17.492
3675749802,105.986,0.504,0.084,0.953,0.795,0.081,1.92,0.189,4.741,3.536,0.172,9.021,7.526,11.713,5.837,7.744,16.574,19.031,20.291,12.985,17.919
3675749803,106.077,0.532,0.081,0.981,0.802,0.081,2.189,0.172,4.108,3.284,0.175,9.161,7.418,11.78,5.903,7.145,16.355,17.491,21.052,13.366,18.433
3675749804,106.623,0.528,0.083,1.011,0.801,0.081,1.931,0.183,4.365,3.549,0.176,9.16,7.992,11.764,5.909,8.257,17.054,20.394,20.735,13.397,19.271
3675749805,106.27,0.555,0.082,0.991,0.788,0.082,2.266,0.184,3.817,3.158,0.173,9.07,7.481,11.508,5.718,7.574,17.032,18.913,20.633,11.853,18.051
3675749806,107.159,0.984,0.084,1.076,0.905,0.081,5.847,0.177,4.535,3.78,0.172,9.09,7.564,11.816,6.047,7.749,21.294,19.196,21.96,15.069,19.693
3675749807,106.565,0.589,0.082,0.986,0.813,0.082,2.57,0.173,3.941,3.333,0.172,8.711,7.843,12.212,6.01,7.997,15.922,18.978,22.343,12.932,19.115
3675749808,106.146,0.739,0.084,0.987,0.855,0.08,4.801,0.18,3.753,3.496,0.176,8.332,8.179,12.111,6.072,7.991,16.476,19.996,20.891,13.897,21.001
3675749809,106.268,0.675,0.083,0.96,0.852,0.082,3.726,0.177,4.395,3.647,0.178,8.339,7.961,12.127,6.119,7.67,15.943,19.154,21.357,16.017,19.739
3675749810,106.049,0.52,0.082,1.002,0.801,0.08,2.464,0.168,4.19,3.175,0.177,8.761,7.17,11.636,5.777,7.732,16.312,17.11,20.398,12.818,18.686
3675749811,106.723,0.513,0.083,0.965,0.795,0.082,2.008,0.172,4.268,3.401,0.169,9.283,8.055,11.519,5.861,7.828,16.423,19.044,20.382,13.174,19.758
3675749812,106.438,0.518,0.083,0.982,0.802,0.081,1.977,0.171,4.362,3.291,0.179,9.008,7.564,11.798,5.829,6.894,16.324,19.107,21.312,12.48,16.489
3675749813,106.277,0.501,0.083,1.007,0.835,0.082,2.27,0.178,3.801,3.541,0.182,9.121,8.441,11.799,5.938,7.499,16.162,20.359,20.823,13.592,18.146
3675749814,106.034,0.515,0.082,0.98,0.774,0.08,1.887,0.168,3.998,3.156,0.175,9.045,7.075,11.784,5.895,7.308,16.279,18.476,20.588,13.011,17.084
3675749815,105.998,0.513,0.083,1.003,0.779,0.082,1.923,0.178,4.144,3.297,0.177,9.171,7.922,11.752,5.885,8.254,16.814,18.584,20.784,12.89,19.932
3675749816,106.091,0.508,0.083,0.975,0.788,0.081,2.031,0.176,4.291,3.423,0.175,9.206,6.894,11.863,5.999,8.239,16.004,17.168,21.071,14.447,19.785
3675749817,106.289,0.532,0.083,0.947,0.792,0.081,1.897,0.182,3.581,3.542,0.173,9.231,8.13,11.783,5.898,7.297,16.73,18.928,20.491,12.808,17.559
3675749818,106.441,0.661,0.082,0.972,0.82,0.081,4.621,0.179,4.38,3.513,0.175,9.184,7.474,11.708,5.824,6.976,17.207,18.848,21.266,13.548,18.953
3675749819,107.666,0.948,0.082,1.074,0.944,0.081,5.614,0.174,4.52,4.068,0.176,9.233,8.113,12.017,6.165,7.771,19.87,18.6,21.657,15.486,17.336
3675749820,106.231,0.607,0.084,1.033,0.846,0.081,3.079,0.176,4.626,3.348,0.172,8.409,7.001,12.27,6.211,7.351,16.94,17.363,21.966,15.359,18.638
3675749821,107.314,0.886,0.083,1.053,0.886,0.083,5.56,0.179,4.303,3.528,0.173,9.085,7.692,11.983,5.947,8.352,19.119,16.445,21.267,12.618,19.128
3675749822,106.217,0.546,0.083,0.957,0.788,0.08,2.201,0.176,3.756,3.083,0.178,8.518,8.02,12.162,5.985,7.087,15.652,19.027,21.309,12.656,16.605
3675749823,106.246,0.649,0.082,0.998,0.819,0.082,3.901,0.175,4.16,3.326,0.175,8.49,7.241,11.999,5.909,8.592,16.31,18.316,20.781,12.862,19.611
3675749824,106.327,0.564,0.083,0.99,0.811,0.081,2.515,0.172,4.086,3.342,0.168,8.382,7.375,11.792,5.876,7.275,16.137,17.883,20.921,13.582,20.066
3675749825,106.184,0.511,0.083,0.946,0.826,0.082,1.857,0.182,3.538,3.428,0.171,8.925,8.438,11.46,5.774,8.14,17.209,19.028,20.455,13.154,18.3
3675749826,106.73,0.505,0.083,0.956,0.809,0.081,1.835,0.172,4.005,3.649,0.174,9.25,7.41,11.509,5.783,6.747,16.653,17.661,19.987,13.005,18.135
3675749827,106.276,0.496,0.083,0.963,0.796,0.081,1.809,0.185,4.056,3.65,0.171,8.949,7.429,11.726,5.816,7.579,16.338,17.869,20.191,13.647,18.044
3675749828,106.68,0.498,0.083,0.97,0.804,0.081,1.807,0.173,4.184,3.529,0.173,9.138,8.032,11.588,5.762,7.555,16.201,20.872,20.128,12.327,18.398
3675749829,106.592,0.51,0.082,0.94,0.801,0.08,2.172,0.175,3.435,3.045,0.173,8.977,7.504,11.561,5.959,7.622,16.971,17.973,19.887,14.969,18.455
3675749830,106.332,0.499,0.083,1.001,0.817,0.082,1.975,0.17,3.957,4.123,0.174,9.074,7.25,11.615,5.772,7.207,16.703,18.025,20.054,12.54,19.017
3675749831,106.63,0.493,0.082,0.994,0.811,0.08,1.93,0.173,4.203,3.811,0.17,9.049,8.513,11.502,5.732,8.277,16.475,19.215,20.546,13.26,19.214
3675749832,106.564,0.491,0.083,0.962,0.793,0.082,2.133,0.174,4.129,3.489,0.176,8.916,7.813,11.668,5.879,7.736,15.965,22.158,20.479,13.571,21.876
3675749833,106.196,0.487,0.083,0.943,0.831,0.08,2.103,0.173,3.748,3.39,0.173,8.828,7.865,11.673,5.851,7.744,15.824,19.786,21.237,14.495,19.548
3675749834,106.261,0.495,0.084,0.993,0.804,0.081,1.946,0.177,4.006,3.237,0.174,8.949,7.229,11.552,5.727,6.869,16.527,18.78,20.411,12.188,17.845
3675749835,106.62,0.507,0.083,0.941,0.792,0.081,1.945,0.181,3.475,3.246,0.173,9.12,7.925,11.657,5.78,7.724,16.42,19.06,19.898,12.243,18.091
3675749836,106.385,0.501,0.083,0.966,0.8,0.082,1.96,0.171,3.874,4.159,0.173,9.085,7.558,11.639,5.78,7.412,16.099,17.997,20.14,13.045,17.704
3675749837,106.473,0.492,0.083,0.94,0.828,0.081,1.894,0.173,4.193,3.553,0.183,8.984,8.088,11.613,5.843,8.109,16.209,18.576,20.449,14.375,20.119
3675749838,106.571,0.497,0.083,0.986,0.815,0.082,2.023,0.176,4.274,3.526,0.177,9.028,7.993,11.721,5.814,7.617,15.871,20.335,20.471,12.908,21.778
3675749839,106.516,0.498,0.082,0.983,0.785,0.08,1.995,0.174,4.169,3.337,0.174,9.15,7.983,11.502,5.714,8.309,15.844,19.405,20.261,11.812,20.257
3675749840,106.646,0.5,0.082,0.961,0.811,0.082,1.916,0.221,4.06,3.097,0.17,9.098,6.836,11.581,5.961,7.355,16.633,17.604,20.753,13.418,18.349
3675749841,106.331,0.49,0.082,0.989,0.795,0.08,1.799,0.176,4.141,3.56,0.179,8.859,7.854,11.678,5.799,8.038,16.59,17.968,20.503,13.448,18.882
3675749842,106.622,0.492,0.083,0.971,0.805,0.081,1.978,0.174,4.329,3.304,0.171,9,7.171,11.534,5.766,7.402,18.267,17.336,20.372,11.815,18.643
3675749843,106.618,0.489,0.083,0.934,0.83,0.081,1.651,0.179,3.759,4.217,0.176,9.065,8.052,11.575,5.868,8.002,16.167,18.76,19.55,13.636,19.486
3675749844,106.494,0.495,0.081,0.977,0.809,0.082,1.958,0.171,3.494,3.372,0.175,8.959,6.631,11.621,5.828,7.787,16.04,19.201,19.64,13.145,18.604
3675749845,106.475,0.5,0.084,0.993,0.788,0.081,1.88,0.181,3.65,3.272,0.173,9.048,7.885,11.659,5.838,8.098,16.22,18.228,20.842,13.52,19.32
3675749846,106.425,0.496,0.082,0.971,0.793,0.081,1.891,0.181,3.595,3.278,0.173,8.99,7.648,11.718,5.812,7.032,16.676,19.417,20.618,13.206,16.878
3675749847,106.318,0.501,0.084,0.941,0.813,0.082,1.899,0.181,3.714,3.353,0.181,9.007,8.819,11.774,5.88,7.645,16.178,19.704,20.012,13.951,19.666
3675749848,106.583,0.498,0.082,0.965,0.809,0.081,2.051,0.176,4.512,3.25,0.184,9.045,6.698,11.772,5.824,7.574,16.418,17.749,20.567,13.505,18.48
3675749849,106.442,0.496,0.084,1.006,0.828,0.081,1.931,0.176,3.982,3.353,0.169,9.01,7.848,11.688,5.795,8.643,16.538,18.902,20.052,13.934,19.958
3675749850,106.615,0.498,0.083,0.95,0.814,0.082,1.894,0.173,3.946,3.244,0.173,9.055,7.083,11.628,5.766,7.763,16.366,18.396,20.235,12.407,19.143
3675749851,106.369,0.498,0.083,0.979,0.823,0.08,1.963,0.174,3.957,3.4,0.174,8.88,7.812,11.682,6.072,7.605,16.401,18.016,20.747,15.258,18.372
3675749852,106.478,0.496,0.081,1,0.823,0.081,2.107,0.171,3.936,3.646,0.167,8.937,7.125,11.573,6.053,7.811,16.562,17.326,20.668,14.231,19.138
3675749853,106.191,0.494,0.083,0.971,0.806,0.08,1.712,0.173,4.132,3.184,0.182,8.957,8.15,11.596,5.747,7.794,16.419,19.58,21.162,12.673,19.416
3675749854,106.338,0.493,0.082,0.93,0.8,0.081,1.975,0.179,3.688,3.173,0.174,9.044,7.456,11.703,5.753,7.979,15.449,20.48,20.906,11.608,18.556
3675749855,106.394,0.507,0.083,0.956,0.833,0.08,1.793,0.178,3.843,3.766,0.175,9,7.951,11.541,5.731,7.361,16.542,18.876,20.761,13.186,18.5
3675749856,106.211,0.494,0.083,0.943,0.794,0.082,1.795,0.177,3.95,3.929,0.172,8.877,7.664,11.579,5.802,7.389,16.393,17.818,20.085,14.648,18.988
3675749857,106.65,0.501,0.083,0.957,0.812,0.081,1.964,0.189,4.427,3.266,0.18,9.083,8.469,11.532,5.764,8.17,16.962,21.283,20.376,12.536,19.188
3675749858,106.608,0.509,0.082,1.034,0.796,0.081,2.022,0.18,4.298,3.237,0.167,9.003,7.518,11.541,5.829,7.829,17.144,17.377,20.246,13.873,18.526
3675749859,106.537,0.496,0.083,1.03,0.822,0.081,1.844,0.185,4.197,3.45,0.172,9.102,8.177,11.507,6.084,7.163,15.893,19.255,20.543,16.193,16.856
3675749860,106.807,0.492,0.082,0.97,0.815,0.081,1.697,0.177,3.604,3.052,0.182,9.068,7.508,11.53,5.789,8.064,16.267,17.289,20.319,12.645,20.185
3675749861,106.468,0.493,0.084,0.984,0.8,0.081,2.296,0.179,3.755,3.164,0.182,8.948,7.944,11.518,5.707,7.335,16.284,18.667,19.851,12.182,18.657
3675749862,106.56,0.494,0.082,0.97,0.803,0.082,2.118,0.174,3.874,3.494,0.171,9.08,7.555,11.572,5.738,8.36,17.021,16.212,19.787,13.694,19.579
3675749863,106.604,0.491,0.083,0.967,0.795,0.081,1.888,0.17,4.249,3.255,0.177,9.074,8.379,11.619,5.771,7.204,16.694,21.937,21.999,12.468,18.27
