Time,Mic,7A,7V,8A,8V,NA,7A,7V,8A,8V,NA,7A,7V,8A,8V,NA,7A,7V,8A,8V,NA
s,Run LEQ,g RMS,g RMS,g RMS,g RMS, g RMS,g Peak,g Peak,g Peak,g Peak, g Peak,mm/s RMS,mm/s RMS,mm/s RMS,mm/s RMS, mm/s RMS,mm/s Peak,mm/s Peak,mm/s Peak,mm/s Peak, mm/s Peak
3675749554,106.471,0.511,0.082,0.97,0.813,0.081,1.887,0.176,3.838,3.282,0.179,9.195,7.556,11.585,5.88,7.984,16.127,17.139,20.666,13.664,22.633
3675749555,106.577,0.511,0.082,0.98,0.809,0.082,1.897,0.176,3.772,3.482,0.185,8.961,8.048,11.664,5.766,8.457,15.817,21.35,20.153,12.253,19.418
3675749556,106.339,0.507,0.083,0.991,0.836,0.081,1.793,0.177,4.437,3.736,0.173,8.951,7.697,11.635,5.825,7.147,16.851,19.344,20.467,13.53,20.007
3675749557,106.714,0.506,0.083,0.944,0.787,0.081,1.998,0.176,3.961,3.951,0.172,9.064,8.345,11.598,5.784,7.624,16.446,19.869,20.088,12.724,18.352
3675749558,106.441,0.504,0.083,0.962,0.799,0.08,1.949,0.174,4.055,3.411,0.175,9.081,7.451,11.68,5.767,7.277,16.641,17.806,21.131,13.969,17.307
3675749559,106.654,0.524,0.082,0.953,0.795,0.082,2.055,0.17,4.112,2.974,0.171,9.157,7.748,11.633,5.881,8.123,16.491,18.409,21.539,14.546,18.282
3675749560,106.674,0.51,0.083,0.969,0.796,0.081,1.89,0.178,4.084,3.167,0.183,8.984,7.458,11.701,5.831,7.928,16.431,18.632,20.071,13.227,19.264
3675749561,106.5,0.503,0.083,0.993,0.785,0.082,2.214,0.176,3.977,3.075,0.173,8.963,7.895,11.727,5.886,7.941,16.203,18.525,20.328,13.187,18.763
3675749562,106.424,0.514,0.084,0.983,0.788,0.081,1.975,0.17,4.184,3.325,0.173,9.013,7.733,11.56,5.789,7.482,16.903,20.822,21.564,15.136,17.868
3675749563,106.534,0.504,0.083,0.981,0.796,0.082,2.051,0.177,4.112,3.122,0.176,9.018,7.912,11.677,5.785,8.071,16.118,19.225,20.304,12.221,19.307
3675749564,106.502,0.506,0.084,0.959,0.8,0.081,1.837,0.207,3.812,3.248,0.176,9.102,7.613,11.682,5.761,7.059,16.914,19.166,20.388,12.721,18.988
3675749565,106.355,0.507,0.082,0.97,0.785,0.081,2.325,0.172,4.25,3.52,0.18,8.982,7.704,11.813,5.823,8.191,15.589,19.097,20.442,13.279,20.036
3675749566,106.707,0.51,0.083,0.951,0.779,0.081,1.898,0.171,3.753,3.011,0.176,9.176,7.548,11.526,5.768,7.183,16.363,17.872,20.326,12.345,18.384
3675749567,106.608,0.502,0.082,0.971,0.801,0.081,1.959,0.173,4.131,3.279,0.175,9.055,8.383,11.59,5.853,8.686,16.669,20.807,19.912,14.097,22.09
3675749568,106.602,0.505,0.084,0.971,0.806,0.082,1.951,0.188,3.976,3.085,0.177,9.126,7.357,11.646,5.779,7.049,16.485,17.788,21.259,12.006,15.875
3675749569,106.8,0.521,0.082,0.971,0.812,0.08,1.915,0.166,3.801,3.483,0.171,9.096,8.091,11.637,5.77,7.813,16.167,20.388,20.098,11.916,19.54
3675749570,106.362,0.512,0.083,0.996,0.815,0.082,1.957,0.174,4.316,3.194,0.173,9.005,7.478,11.558,5.849,7.413,17.344,17.801,21.055,13.366,18.144
3675749571,106.397,0.516,0.082,0.956,0.803,0.081,1.894,0.197,3.495,3.079,0.174,9.133,8.215,11.528,5.752,8.102,16.839,18.296,21.372,12.327,18.854
3675749572,106.559,0.506,0.083,0.957,0.798,0.082,1.904,0.17,4.372,3.257,0.166,9.143,7.095,11.537,5.705,6.874,16.111,18.224,20.359,12.106,18.09
3675749573,106.555,0.509,0.082,0.933,0.816,0.081,1.94,0.179,3.552,3.365,0.177,9.15,7.94,11.553,5.852,7.78,16.562,18.862,20.722,13.842,18.571
3675749574,106.644,0.51,0.083,0.946,0.801,0.081,2.068,0.179,4.074,3.278,0.176,9.108,7.086,11.618,5.777,7.212,16.398,19.818,19.939,12.916,17.688
3675749575,106.671,0.505,0.083,0.963,0.789,0.081,1.859,0.174,4.411,3.287,0.176,9.081,8.223,11.55,5.738,8.015,16.803,18.244,19.902,13.23,20.555
3675749576,106.54,0.507,0.083,0.993,0.799,0.081,1.835,0.176,4.365,3.199,0.168,9.05,7.062,11.652,5.784,6.621,16.344,18.65,19.884,12.336,16.494
3675749577,106.514,0.503,0.082,0.959,0.816,0.08,1.854,0.17,4.647,3.437,0.18,8.967,8.338,11.606,5.732,7.885,16.393,19.341,20.988,13.085,18.456
3675749578,106.634,0.502,0.082,0.963,0.814,0.081,1.947,0.178,3.971,3.51,0.18,8.845,6.866,11.65,5.919,7.399,15.467,18.453,21.756,15.769,19.549
3675749579,106.477,0.505,0.082,0.995,0.806,0.081,1.94,0.178,4.071,3.255,0.177,9.056,8.345,11.531,5.733,8.672,16.394,19.095,20.27,12.774,19.734
3675749580,106.626,0.498,0.083,1.002,0.825,0.081,1.746,0.176,4.295,3.788,0.167,8.876,7.403,11.697,5.902,7.46,16.028,17.388,20.734,13.896,19.118
3675749581,106.533,0.5,0.083,0.964,0.809,0.081,1.859,0.171,4.004,3.276,0.177,8.957,8.126,11.502,5.724,8.348,15.89,18.338,19.969,13.154,21.274
3675749582,106.399,0.516,0.082,0.948,0.804,0.082,2.036,0.169,3.727,3.799,0.174,9.207,6.679,11.459,5.752,7.819,16.861,17.686,20.176,13.259,19.22
3675749583,106.303,0.498,0.084,0.936,0.808,0.081,1.978,0.175,3.456,3.132,0.169,8.937,8.76,11.72,5.857,7.228,16.595,20.207,20.687,13.493,17.234
3675749584,106.538,0.506,0.082,0.981,0.791,0.081,1.833,0.177,4.401,3.219,0.177,8.957,6.927,11.636,5.773,8.119,16.246,18.509,20.084,13.593,19.457
3675749585,106.63,0.502,0.084,0.961,0.767,0.082,1.859,0.181,3.474,3.192,0.172,9.164,7.545,11.57,5.744,7.694,16.648,17.89,20.442,13.444,19.556
3675749586,106.611,0.505,0.083,1.005,0.789,0.081,2.038,0.179,4.341,3.348,0.175,9.149,7.437,11.645,5.788,7.586,16.154,19.383,20.605,12.459,18.438
3675749587,106.304,0.501,0.083,0.956,0.785,0.081,2.025,0.175,4.115,3.314,0.191,8.985,7.877,11.662,5.819,8.283,15.894,17.892,20.215,13.375,20.516
3675749588,106.477,0.514,0.081,0.971,0.789,0.081,2.081,0.174,3.741,3.07,0.175,8.923,7.448,11.692,5.79,6.774,15.933,17.197,20.463,11.953,18.627
3675749589,106.263,0.508,0.083,0.949,0.819,0.08,1.917,0.173,4.236,3.564,0.177,9.018,8.058,11.664,5.879,7.433,17.239,18.679,20.496,13.045,17.732
3675749590,106.437,0.51,0.082,0.961,0.802,0.082,1.973,0.178,3.865,3.203,0.18,9.008,7.205,11.623,5.915,8.051,15.912,17.947,20.388,13.441,20.448
3675749591,106.553,0.501,0.083,1.003,0.81,0.081,2.035,0.176,4.256,3.332,0.174,9.048,8.754,11.603,5.778,7.663,16.979,20.265,21.157,12.41,16.808
3675749592,106.671,0.499,0.083,0.97,0.796,0.082,1.94,0.18,3.955,2.989,0.181,9.068,7.847,11.628,5.857,8.915,17.656,20.062,20.107,12.77,21.267
3675749593,106.495,0.504,0.083,0.975,0.806,0.081,1.895,0.174,4.582,3.154,0.171,8.946,7.958,11.602,5.768,7.447,16.514,18.612,20.797,12.329,18.515
3675749594,106.494,0.514,0.081,0.99,0.797,0.081,2.047,0.183,4.532,3.124,0.177,9.137,7.719,11.527,5.819,7.854,16.245,19.607,20.299,13.534,18.533
3675749595,106.557,0.504,0.083,0.986,0.782,0.08,2.036,0.175,3.831,3.535,0.178,8.948,7.217,11.625,5.777,7.296,16.967,17.511,20.308,12.531,18.977
3675749596,106.46,0.499,0.082,0.98,0.806,0.082,1.933,0.188,3.936,3.259,0.171,9,7.376,11.618,5.867,7.526,16.357,19.397,20.678,14.773,18.097
3675749597,106.527,0.501,0.083,0.962,0.821,0.081,1.781,0.173,4.125,3.269,0.176,8.92,7.866,11.64,5.77,7.763,16.36,20.551,20.045,12.099,19.885
3675749598,106.246,0.497,0.081,0.982,0.811,0.082,1.851,0.172,4.599,3.355,0.172,8.876,7.397,11.702,5.901,8.013,15.621,17.776,20.598,14.381,20.641
3675749599,106.286,0.501,0.083,0.989,0.806,0.081,2.042,0.176,4.005,3.334,0.182,9.017,7.698,11.663,6.028,7.58,16.877,17.316,20.104,15.203,17.507
3675749600,106.434,0.518,0.082,0.963,0.801,0.081,2.273,0.185,3.784,3.395,0.186,8.949,8.581,11.72,5.838,8.667,16.137,19.889,20.233,12.198,21.064
3675749601,106.414,0.544,0.084,0.976,0.807,0.081,2.52,0.176,3.955,3.331,0.169,8.635,8.078,11.716,5.922,7.112,15.907,19.855,20.854,13.964,18.08
3675749602,106.227,0.586,0.081,0.968,0.807,0.081,2.873,0.177,3.779,3.326,0.177,8.674,7.463,11.704,5.848,7.845,17.263,18.366,21.186,12.854,17.862
3675749603,106.272,0.575,0.083,1.017,0.813,0.08,2.637,0.173,3.98,3.069,0.178,8.569,7.864,11.563,5.855,7.522,17.16,17.932,21.1,14.025,19.039
3675749604,106.503,0.531,0.082,0.971,0.795,0.081,2.126,0.172,3.874,3.2,0.167,9.006,7.389,11.58,5.818,8.282,16.809,17.428,21.478,13.789,19.395
3675749605,106.467,0.51,0.084,0.96,0.785,0.081,2.036,0.176,3.859,3.192,0.178,8.945,8.216,11.498,5.733,6.936,16.064,18.979,20.426,12.287,17.609
3675749606,106.441,0.497,0.082,0.995,0.788,0.082,1.917,0.185,3.985,3.033,0.167,9.168,7.279,11.634,5.813,7.451,16.611,17.471,20.358,12.265,16.246
3675749607,106.361,0.504,0.083,0.981,0.79,0.081,1.868,0.182,3.738,3.228,0.178,9.059,7.068,11.917,5.931,7.176,16.049,18.075,21.275,13.208,16.309
3675749608,106.354,0.505,0.081,1.003,0.804,0.081,1.867,0.175,4.165,3.404,0.18,9.199,7.378,11.684,5.912,8.625,16.471,17.976,20.781,14.093,20.722
3675749609,106.05,0.58,0.083,0.995,0.794,0.081,2.813,0.176,4.233,3.928,0.172,8.865,7.686,11.784,5.922,7.121,16.593,19.379,20.862,14.559,17.304
3675749610,106.995,1.03,0.082,1.06,0.934,0.081,5.412,0.188,4.152,4.119,0.178,8.826,7.174,11.908,6.061,8.59,19.305,19.247,21.602,15.343,18.361
3675749611,106.946,0.685,0.084,0.983,0.848,0.082,3.75,0.175,3.769,3.563,0.174,8.831,7.29,12.128,6.097,7.506,19.102,17.778,22.157,13.772,18.68
3675749612,106.097,0.8,0.082,0.996,0.842,0.081,5.241,0.174,4.564,3.554,0.175,8.491,7.919,12.014,5.91,7.729,17.703,18.344,21.594,12.685,18.873
3675749613,106.727,0.725,0.083,1.048,0.853,0.081,5.359,0.202,4.225,3.601,0.176,8.796,8.13,12.06,6.097,6.613,20.583,19.914,21.715,15.203,16.352
3675749614,106.251,0.622,0.082,1.017,0.824,0.08,2.432,0.181,4.252,3.472,0.178,8.404,7.874,11.956,5.949,8.048,15.36,19.309,21.013,13.591,19.167
3675749615,106.788,0.938,0.083,1.061,0.892,0.082,4.637,0.174,4.404,4.397,0.175,8.597,6.79,11.782,5.938,7.123,18.006,16.201,21.352,13.644,17.803
3675749616,106.001,0.663,0.084,1.016,0.825,0.081,3.028,0.183,3.994,2.983,0.176,8.286,8.56,12.047,5.902,8.006,16.667,19.484,21.039,13.376,18.915
3675749617,106.072,0.623,0.083,0.973,0.822,0.082,3.147,0.176,3.82,3.238,0.163,8.346,7.705,11.796,5.849,7.025,16.583,19.674,20.958,14.056,18.285
3675749618,106.405,0.646,0.083,1.008,0.816,0.081,2.966,0.175,4.741,3.751,0.177,8.468,8.219,11.748,5.876,7.979,16.719,19.122,21.072,13.758,19.003
3675749619,106.232,0.528,0.083,0.959,0.796,0.083,2.209,0.174,3.997,3.511,0.186,8.781,7.927,11.414,5.698,8.055,16.735,19.953,20.883,13.038,20.022
3675749620,106.458,0.497,0.083,0.977,0.779,0.081,1.694,0.173,3.872,3.011,0.168,9.172,7.774,11.582,5.879,7.768,17.076,19.676,20.651,14.2,19.403
3675749621,106.016,0.503,0.083,1.011,0.793,0.082,1.831,0.176,3.922,3.319,0.18,8.968,7.934,11.914,5.962,7.919,15.87,19.764,20.629,14.132,19.966
3675749622,105.927,0.505,0.082,0.999,0.774,0.08,2.051,0.174,4.036,3.686,0.169,9.118,7.524,11.837,5.948,7.477,16.462,18.397,20.924,13.739,18.206
3675749623,106.225,0.513,0.083,0.999,0.801,0.082,2.019,0.179,4.19,3.352,0.172,9.028,6.99,11.89,6.034,6.938,16.022,19.195,22.003,15.258,19.219
3675749624,106.29,0.812,0.083,1.017,0.883,0.081,5.275,0.262,4.725,4.022,0.176,8.808,8.61,11.803,5.973,8.236,18.253,20.298,21.362,13.079,19.466
3675749625,107.145,0.854,0.084,1.024,0.872,0.082,5.052,0.174,3.996,3.762,0.171,8.875,8.151,12.085,6.133,8.025,18.202,20.679,20.922,14.167,20.73
3675749626,106.188,0.707,0.083,1.007,0.842,0.081,3.763,0.174,3.925,3.788,0.175,8.336,8.385,12.156,5.978,8.047,16.474,18.95,21.254,13.883,18.695
3675749627,106.858,0.952,0.083,1.061,0.914,0.081,5.593,0.177,4.072,3.563,0.174,8.735,7.415,12.007,6.051,7.873,20.532,20.32,22.116,13.725,19.647
3675749628,105.856,0.562,0.082,0.944,0.798,0.081,2.334,0.18,3.999,3.004,0.177,8.413,8.095,11.988,5.9,7.777,16.125,19.31,20.98,14.459,19.395
3675749629,106.265,0.586,0.083,0.994,0.839,0.082,2.439,0.175,4.356,3.314,0.174,8.916,7.93,11.616,5.76,7.948,16.604,19.602,20.748,13.087,21.275
3675749630,106.665,0.531,0.082,0.968,0.812,0.08,2.267,0.174,3.7,3.377,0.174,9.216,8.436,11.486,5.801,7.392,16.55,20.537,20.686,13.876,21.919
3675749631,106.631,0.508,0.083,0.957,0.798,0.082,2.136,0.173,4.19,3.263,0.175,9.342,7.694,11.739,5.905,7.959,17.522,18.698,21.297,13.598,19.088
3675749632,106.22,0.506,0.082,0.953,0.806,0.08,2.204,0.177,3.918,3.291,0.175,9.1,8.413,11.871,5.908,7.646,16.801,19.728,20.684,12.798,19.516
3675749633,106.081,0.514,0.083,1.039,0.813,0.081,1.805,0.174,4.298,3.278,0.169,9.261,7.256,11.83,5.92,7.214,16.368,17.739,20.762,13.054,16.09
3675749634,105.982,0.509,0.082,0.997,0.814,0.08,1.696,0.174,3.849,3.021,0.18,9.117,8.155,11.927,5.948,7.133,15.904,19.694,21.07,14.083,18.075
3675749635,106.334,0.511,0.083,1.007,0.781,0.082,2.002,0.179,4.065,3.383,0.184,9.252,7.795,11.819,5.884,7.203,16.683,19.36,20.229,12.722,19.31
3675749636,106.037,0.606,0.083,1.016,0.847,0.081,3.057,0.186,3.924,3.708,0.176,8.971,8.308,11.802,5.897,7.509,17.129,19.759,20.48,14.121,16.868
3675749637,106.792,0.961,0.083,1.105,0.907,0.081,4.787,0.175,5.225,4.597,0.175,8.79,6.968,11.934,6.11,7.977,18.463,16.961,21.601,16.104,20.792
3675749638,106.546,0.674,0.082,1.036,0.819,0.08,3.923,0.183,3.958,3.965,0.177,8.423,8.398,12.217,6.054,7.158,17.191,19.224,21.995,15.363,16.244
3675749639,106.093,0.788,0.083,1.011,0.864,0.082,4.369,0.209,3.737,3.863,0.176,8.279,7.314,12.028,5.963,7.548,16.987,18.759,21.588,13.178,18.398
3675749640,106.106,0.649,0.084,0.997,0.841,0.081,2.632,0.188,4.445,3.334,0.182,8.33,8.076,11.756,5.819,7.866,16.818,19.86,20.995,13.4,18.994
3675749641,106.136,0.628,0.084,0.971,0.818,0.082,3.162,0.183,3.837,3.842,0.172,8.673,7.8,11.428,5.707,7.501,17.958,18.229,20.596,12.598,18.368
3675749642,106.304,0.619,0.083,1.001,0.845,0.081,2.479,0.232,3.868,3.373,0.177,8.746,8.703,11.468,5.85,7.19,18.066,21.013,20.788,13.583,16.329
3675749643,105.987,0.549,0.083,0.978,0.801,0.082,2.348,0.179,4.129,3.236,0.177,8.936,7.195,11.521,5.831,7.683,17.447,21.941,20.518,13.344,19.261
3675749644,106.087,0.507,0.083,0.977,0.799,0.08,2.003,0.178,3.724,3.327,0.173,9.123,8.8,11.693,5.889,7.342,16.501,19.615,20.698,13.482,18.234
3675749645,106.264,0.517,0.083,0.996,0.799,0.082,1.839,0.174,4.232,2.963,0.171,9.173,6.8,11.882,6.056,8.342,16.755,17.112,20.841,14.365,20.63
3675749646,105.918,0.533,0.082,0.963,0.809,0.081,2.089,0.172,3.668,3.5,0.186,9.031,7.583,11.879,5.946,7.518,16.911,19.534,21.012,12.75,21.058
3675749647,106.744,0.983,0.083,1.094,0.928,0.081,4.835,0.174,4.68,3.98,0.179,8.802,7.169,11.881,5.936,7.872,18.973,16.775,22.701,12.708,18.339
3675749648,106.554,0.664,0.083,1.011,0.823,0.081,3.081,0.173,4.094,3.496,0.173,8.51,8.422,12.256,6.18,7.225,18.667,19.496,21.676,13.78,18.8
3675749649,106.854,0.954,0.082,1.075,0.927,0.082,4.592,0.18,5.009,3.616,0.176,8.422,7.261,11.918,6.009,8.357,17.509,18.514,21.236,14.682,20.143
3675749650,106.096,0.64,0.084,0.973,0.83,0.081,2.947,0.18,3.766,3.199,0.173,8.287,8.536,12.047,5.975,7.178,17.456,18.945,22.371,14.557,18.398
3675749651,106.11,0.588,0.082,0.969,0.803,0.081,3.004,0.174,4.176,3.38,0.179,8.451,7.951,11.789,5.882,8.761,16.17,19.534,21.222,13.578,19.305
3675749652,106.044,0.601,0.083,1.006,0.821,0.081,2.519,0.178,4.39,3.492,0.175,8.794,8.049,11.603,5.778,6.902,16.344,18.703,21.108,13.136,17.8
3675749653,106.404,0.544,0.083,1.019,0.787,0.081,2.337,0.173,4.482,3.081,0.181,8.998,7.261,11.58,5.975,8.451,16.992,17.848,20.83,14.353,20.053
3675749654,106.358,0.521,0.084,0.97,0.796,0.081,2.105,0.175,3.949,3.183,0.173,9.041,8.458,11.716,5.896,7.622,16.053,21.412,22.63,13.342,18.867
3675749655,106.119,0.708,0.082,0.987,0.857,0.081,3.852,0.178,4.406,3.463,0.182,8.914,7.503,11.847,5.971,8.201,17.315,18.578,21.241,13.695,20.39
3675749656,106.576,0.915,0.083,1.067,0.926,0.081,5.559,0.175,4.437,3.994,0.174,8.399,7.697,12.029,6.164,7.18,19.305,19.476,21.469,15.661,18.764
3675749657,106.442,0.721,0.082,1.027,0.869,0.081,4.145,0.176,4.339,3.626,0.179,8.486,8.178,12.16,6.202,7.972,17.885,20.684,21.878,14.971,19.056
3675749658,106.119,0.804,0.082,1.049,0.871,0.082,4.255,0.167,4.055,3.932,0.185,8.265,8.041,11.93,5.93,7.484,15.956,17.88,21.214,13.326,19.362
3675749659,106.233,0.649,0.082,1.006,0.857,0.08,4.195,0.174,4.169,4.341,0.17,8.455,7.16,11.881,5.966,8.276,16.772,16.614,21.061,13.823,18.011
3675749660,106.095,0.535,0.084,0.983,0.792,0.082,2.077,0.172,3.974,3.243,0.171,8.96,8.327,11.522,5.781,7.377,16.661,19.065,20.316,13.703,19.749
3675749661,106.208,0.501,0.083,0.96,0.783,0.081,1.933,0.179,3.633,2.94,0.174,8.956,6.527,11.586,5.804,8.499,16.556,16.033,20.16,14.165,19.182
3675749662,105.794,0.501,0.085,0.954,0.792,0.082,1.914,0.182,3.799,3.104,0.176,8.79,7.659,11.858,5.887,7.56,16.175,17.222,20.215,12.957,18.815
3675749663,106.039,0.508,0.082,0.994,0.785,0.08,1.829,0.175,4.695,3.32,0.178,9.043,7.491,11.839,5.88,8.038,15.7,19.861,20.308,12.652,20.583
3675749664,105.983,0.503,0.083,1.049,0.801,0.082,1.955,0.174,4.406,3.253,0.17,9.001,7.982,12.025,5.911,7.069,16.131,17.754,21.634,12.558,16.838
3675749665,106.043,0.521,0.082,0.946,0.8,0.081,2.508,0.171,3.964,3.362,0.176,9.088,7.13,11.9,5.96,8.185,16.845,17.75,21.644,14.232,19.762
3675749666,105.875,0.52,0.084,0.933,0.791,0.081,2.185,0.175,3.805,3.309,0.169,9.004,7.148,11.927,5.963,7.588,15.688,17.573,21.975,13.003,19.442
3675749667,105.999,0.703,0.082,1,0.844,0.081,4.754,0.181,3.98,3.881,0.179,8.822,7.765,11.839,6.107,7.473,18.285,18.512,21.5,15.745,19.485
3675749668,107.181,0.931,0.083,1.025,0.921,0.081,5.798,0.171,3.793,4.676,0.174,8.503,7.546,11.945,6.008,6.961,18.647,17.733,21.304,13.3,18.5
3675749669,105.925,0.69,0.083,1.044,0.849,0.081,4.133,0.18,4.204,3.746,0.166,8.325,7.328,11.908,5.914,7.447,15.884,18.163,21.185,13.932,20.397
3675749670,106.588,0.847,0.084,1.042,0.884,0.082,5.511,0.176,4.799,3.498,0.177,8.337,8.141,11.863,6.062,7.749,17.271,20.654,21.543,14.166,19.615
3675749671,106.207,0.577,0.082,0.992,0.824,0.081,2.354,0.189,3.913,4.06,0.172,8.69,7.488,11.56,5.867,8.117,16.726,19.355,21.096,13.491,20.762
3675749672,106.35,0.514,0.085,0.966,0.806,0.081,2.05,0.177,3.879,3.332,0.171,9.165,8.52,11.505,5.994,7.912,15.969,20.272,19.985,14.944,20.273
3675749673,105.705,0.51,0.082,0.968,0.798,0.081,2.192,0.174,3.983,3.487,0.174,8.788,7.251,11.934,5.953,7.766,15.041,16.929,21.33,12.678,21.137
3675749674,105.632,0.511,0.083,0.987,0.791,0.081,1.877,0.172,4.395,3.262,0.183,8.944,7.569,11.968,5.966,7.306,15.584,17.864,20.75,13.667,17.713
3675749675,105.955,0.532,0.082,0.986,0.808,0.081,2.158,0.176,3.821,3.048,0.178,9.025,8.02,11.825,5.982,8.082,16.345,20.729,21.022,14.864,20.618
3675749676,105.752,0.499,0.083,1,0.804,0.081,2.234,0.169,3.778,3.497,0.178,8.782,7.056,12.029,6.005,7.171,15.195,17.998,22.156,13.81,17.688
3675749677,105.618,0.505,0.082,1.008,0.797,0.08,2.085,0.175,3.714,3.166,0.179,8.808,8.111,11.91,5.932,7.805,16.93,20.305,21.003,13.832,18.514
3675749678,105.604,0.502,0.083,0.973,0.783,0.082,2.131,0.176,4.073,3.103,0.176,8.683,7.618,11.958,5.898,7.344,15.586,18.516,21.154,12.87,18.361
3675749679,105.752,0.502,0.084,0.986,0.783,0.08,1.911,0.184,4.117,3.182,0.174,8.654,8.101,11.964,5.941,8.155,15.402,18.756,20.809,13.146,19.734
3675749680,105.729,0.5,0.082,0.979,0.783,0.082,1.902,0.175,4.086,3.125,0.168,8.642,6.93,12.007,5.92,7.994,15.816,16.834,20.663,13.087,18.359
3675749681,105.958,0.514,0.083,1.033,0.815,0.081,2.08,0.179,3.896,3.544,0.185,8.703,8.364,11.905,6.09,7.152,16.125,18.468,21.047,14.093,18.703
3675749682,105.912,0.508,0.083,0.994,0.791,0.081,1.856,0.18,4.589,3.267,0.173,8.702,7.537,11.941,6.004,7.339,15.286,18.539,20.968,14.456,17.709
3675749683,105.689,0.553,0.083,0.993,0.815,0.081,2.158,0.177,3.55,3.208,0.178,8.66,8.275,11.968,5.914,7.469,16.498,19.45,21.397,13.192,18.659
3675749684,105.96,0.63,0.083,0.974,0.848,0.081,2.599,0.213,4.324,3.636,0.172,8.601,7.525,11.624,6.002,7.957,16.566,18.254,20.901,16.525,20.311
3675749685,105.884,0.606,0.083,0.974,0.824,0.08,2.548,0.172,4.268,3.71,0.173,8.701,8.039,11.508,5.925,6.779,16.945,19.523,20.626,15.959,16.228
3675749686,106.135,0.526,0.082,0.957,0.803,0.082,2.068,0.177,3.592,3.08,0.19,9.1,7.447,11.54,5.766,7.5,16.936,19.177,20.889,12.92,16.49
3675749687,106.06,0.502,0.083,0.959,0.787,0.081,2.041,0.181,3.918,3.095,0.174,9.098,8.526,11.872,5.959,7.299,15.757,21.646,21.307,13.47,19.091
3675749688,105.682,0.519,0.082,0.987,0.819,0.081,1.988,0.173,4.107,3.281,0.177,8.82,7.367,12.103,6.047,7.825,15.714,18.424,21.676,13.612,18.549
3675749689,105.949,0.554,0.083,1.03,0.795,0.08,2.283,0.175,4.275,3.305,0.174,8.939,8.132,11.868,5.954,7.343,16.833,20.18,20.864,14.732,19.951
3675749690,106.722,0.969,0.082,1.031,0.913,0.083,4.809,0.171,4.329,3.382,0.176,8.848,8.04,11.692,5.86,8.851,18.732,21.828,21.39,14.578,19.919
3675749691,106.501,0.649,0.084,1.025,0.849,0.082,4.097,0.181,3.893,3.786,0.183,8.575,7.819,12.153,6.225,7.282,17.616,18.854,22.418,14.431,17.421
3675749692,105.758,0.733,0.083,1.035,0.87,0.081,3.951,0.183,4.113,3.703,0.18,8.352,6.938,11.963,5.922,8.353,16.622,17.038,20.767,13.312,21.181
3675749693,107.11,0.798,0.084,1.076,0.902,0.081,4.609,0.188,5.187,4.349,0.178,8.921,7.929,11.954,6.109,6.972,19.151,17.981,21.568,14.753,17.373
3675749694,106.036,0.631,0.084,1.02,0.833,0.081,3.259,0.18,4.184,3.851,0.183,8.334,7.923,12.129,5.985,7.8,16.816,19.777,21.13,13.851,18.202
3675749695,106.411,0.674,0.081,1.016,0.835,0.081,2.879,0.177,4.391,3.274,0.186,8.499,7.017,11.684,5.819,7.707,19.145,17.916,21.298,13.005,20.772
3675749696,106.914,0.874,0.083,1.039,0.899,0.081,5.304,0.183,4.777,3.973,0.182,8.581,6.686,11.813,6.045,8.159,17.152,17.396,21.858,16.062,19.955
3675749697,105.795,0.53,0.082,0.981,0.795,0.082,2.127,0.176,4.343,3.242,0.174,8.359,8.316,11.999,5.902,7.415,15.118,19.678,21.079,13.576,19.17
3675749698,106.116,0.557,0.083,1.017,0.823,0.081,2.157,0.178,4.208,3.322,0.176,8.678,7.728,11.612,5.863,8.006,16.369,20.353,20.811,15.102,17.559
3675749699,106.489,0.558,0.082,1.011,0.813,0.081,2.388,0.17,4.337,3.425,0.175,9.032,7.965,11.496,5.693,7.461,16.606,18.361,20.827,12.007,18.235
3675749700,106.346,0.521,0.083,0.994,0.791,0.081,1.995,0.188,4.1,3.382,0.176,9.148,7.492,11.538,5.803,8.337,16.977,19.289,20.096,12.308,19.652
3675749701,106.334,0.493,0.083,1.051,0.808,0.081,2.155,0.178,4.351,3.25,0.175,9.173,8.533,11.754,5.947,7.073,16.991,19.051,19.953,14.174,17.997
3675749702,106.268,0.509,0.083,0.98,0.798,0.081,1.902,0.176,3.901,3.372,0.173,9.045,7.822,11.889,5.893,8.36,16.152,20.967,21.146,13.547,21.309
3675749703,105.976,0.505,0.083,0.959,0.749,0.082,1.846,0.173,4.126,3.272,0.175,9.294,8,11.777,5.976,7.794,16.247,17.908,20.346,13.648,19.133
3675749704,106.269,0.505,0.083,0.96,0.799,0.08,1.851,0.186,4.076,3.255,0.178,9.252,7.864,11.898,5.944,7.991,17.479,19.148,20.862,14.373,20.106
3675749705,105.985,0.545,0.082,0.994,0.799,0.082,2.46,0.174,4.166,3.35,0.174,8.979,7.485,11.866,6.009,7.163,17.505,17.971,20.262,14.76,17.958
3675749706,107.111,0.935,0.083,1.078,0.92,0.08,5.255,0.174,4.422,4.41,0.181,9.03,7.926,12.085,6.234,8.003,17.843,19.708,21.573,15.104,19.8
3675749707,106.359,0.767,0.083,1.015,0.88,0.082,4.806,0.175,4.321,3.645,0.175,8.556,8.245,12.408,6.174,7.655,18.554,18.232,22.009,13.892,20.278
3675749708,106.521,0.904,0.083,1.065,0.927,0.08,5.501,0.176,4.481,4.081,0.174,8.652,7.199,12.217,6.204,7.221,21.038,19.866,22.504,15.386,16.475
